LoanAmount,City,State,Zip,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,DaysApprovedSinceMay1st
99995.0,Albuquerque,NM,87107,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,15.0,2020-04-30,Bank of the West,NM-01,29
99937.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,25.0,2020-04-07,Western Heritage Bank,NM-02,6
99901.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,15.0,2020-04-09,Century Bank,NM-01,8
99900.0,HOBBS,NM,88240,Limited Liability Partnership,Unanswered,Male Owned,Unanswered,N,10.0,2020-04-06,Lea County State Bank,NM-02,5
99895.0,LOS LUNAS,NM,87031,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,14.0,2020-05-29,"U.S. Bank, National Association",NM-02,58
99800.0,FARMINGTON,NM,87401,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-29,The Citizens Bank,NM-03,28
99800.0,ALBUQUERQUE,NM,87106,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,19.0,2020-04-30,First American Bank,NM-01,29
99750.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-30,"Bank of America, National Association",NM-01,29
99700.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Unanswered,Unanswered,N,13.0,2020-04-07,First-Citizens Bank & Trust Company,NM-01,6
99631.0,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-01,"Wells Fargo Bank, National Association",NM-03,30
99600.0,FARMINGTON,NM,87401,Corporation,Unanswered,Female Owned,Unanswered,N,9.0,2020-04-10,The Citizens Bank,NM-03,9
99588.0,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
99540.0,albuquerque,NM,87102,Corporation,White,Male Owned,Non-Veteran,N,3.0,2020-04-27,Radius Bank,NM-01,26
99502.0,ALBUQUERQUE,NM,87110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,18.0,2020-06-01,Main Bank,NM-01,61
99501.62,Albuquerque,NM,87111,Corporation,Unanswered,Male Owned,Non-Veteran,N,9.0,2020-04-15,Sandia Laboratory FCU,NM-01,14
99500.0,Albuquerque,NM,87107,Limited  Liability Company(LLC),Hispanic,Female Owned,Non-Veteran,N,13.0,2020-04-30,"Newtek Small Business Finance, Inc.",NM-01,29
99473.0,ALBUQUERQUE,NM,87121,Corporation,Unanswered,Unanswered,Unanswered,N,23.0,2020-07-22,"U.S. Bank, National Association",NM-01,112
99465.0,ALBUQUERQUE,NM,87120,Corporation,Unanswered,Male Owned,Unanswered,N,24.0,2020-04-27,Main Bank,NM-01,26
99400.0,Albuquerque,NM,87107,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,N,0.0,2020-04-12,Live Oak Banking Company,NM-01,11
99377.0,PERALTA,NM,87042,Professional Association,Unanswered,Unanswered,Unanswered,N,19.0,2020-05-14,Intuit Financing Inc.,NM-02,43
99335.0,BELEN,NM,87002,Corporation,Unanswered,Male Owned,Non-Veteran,N,0.0,2020-05-15,"Wells Fargo Bank, National Association",NM-02,44
99310.62,ALBUQUERQUE,NM,87106,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-10,"TBK Bank, SSB",NM-01,9
99277.0,Albuquerque,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-04-27,Accion,NM-01,26
99200.0,RUIDOSO,NM,88345,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,N,12.0,2020-04-05,City Bank,NM-02,4
99194.0,TUCUMCARI,NM,88401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,24.0,2020-04-28,Citizens Bank,NM-03,27
99183.12,ALBUQUERQUE,NM,87123,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15.0,2020-04-28,BBVA USA,NM-01,27
99182.5,Albuquerque,NM,87122,Corporation,Unanswered,Unanswered,Non-Veteran,N,15.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
99156.0,ALBUQUERQUE,NM,87121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,14.0,2020-04-11,"Sunflower Bank, National Association",NM-01,10
99146.0,LAS CRUCES,NM,88007,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-02,32
99143.0,POJOAQUE,NM,87506,Corporation,Unanswered,Male Owned,Non-Veteran,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
99100.0,LAS CRUCES,NM,88005,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-13,First American Bank,NM-02,12
99100.0,SANTA FE,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,15.0,2020-04-13,New Mexico Bank & Trust,NM-03,12
99100.0,SILVER CITY,NM,88061,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,24.0,2020-04-09,First American Bank,NM-02,8
99087.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,13.0,2020-04-08,Main Bank,NM-01,7
99077.36,Santa Fe,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-04-28,First Southwest Bank,NM-03,27
99072.0,Sapello,NM,87745,Corporation,Unanswered,Unanswered,Unanswered,N,16.0,2020-05-03,Cross River Bank,NM-03,32
99060.0,LAS CRUCES,NM,88007,Corporation,White,Male Owned,Non-Veteran,N,4.0,2020-04-15,First New Mexico Bank Las Cruces,NM-02,14
99005.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,9.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
99000.0,LAS CRUCES,NM,88001,Corporation,White,Male Owned,Non-Veteran,N,12.0,2020-04-14,Bank 34,NM-02,13
99000.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,12.0,2020-04-08,The Citizens Bank,NM-03,7
99000.0,SANTA FE,NM,87501,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6.0,2020-04-15,New Mexico Bank & Trust,NM-03,14
98992.5,HOBBS,NM,88240,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,13.0,2020-04-15,Pioneer Bank,NM-02,14
98930.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
98900.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,N,19.0,2020-04-10,Bank 34,NM-02,9
98900.0,QUESTA,NM,87556,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,14.0,2020-04-28,Prosperity Bank,NM-03,27
98885.0,SANTA FE,NM,87505,Subchapter S Corporation,White,Female Owned,Non-Veteran,N,30.0,2020-08-05,Intuit Financing Inc.,NM-03,126
98825.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,21.0,2020-04-10,Century Bank,NM-01,9
98800.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-11,"BOKF, National Association",NM-01,10
98762.0,ALBUQUERQUE,NM,87106,Professional Association,Unanswered,Unanswered,Unanswered,N,29.0,2020-05-03,"Bank of America, National Association",NM-01,32
98750.0,ALBUQUERQUE,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-30,BBVA USA,NM-01,29
98700.0,PERALTA,NM,87042,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,8.0,2020-04-27,Enterprise Bank & Trust,NM-02,26
98700.0,ROSWELL,NM,88201,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,15.0,2020-04-07,Western Bank of Clovis,NM-02,6
98700.0,HOBBS,NM,88240,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,N,5.0,2020-04-08,Western Commerce Bank,NM-02,7
98689.0,Santa Fe,NM,87113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-16,"Sunflower Bank, National Association",NM-01,15
98673.0,LAS CRUCES,NM,88011,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-08,Citizens Bank of Las Cruces,NM-02,7
98600.0,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-27,Enterprise Bank & Trust,NM-03,26
98600.0,SUNLAND PARK,NM,88063,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,28.0,2020-04-06,WestStar Bank,NM-02,5
98520.0,ALBUQUERQUE,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-04-28,Intuit Financing Inc.,NM-01,27
98510.0,ALBUQUERQUE,NM,87109,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,N,0.0,2020-04-30,BBVA USA,NM-01,29
98500.0,ALBUQUERQUE,NM,87109,Sole Proprietorship,Hispanic,Male Owned,Non-Veteran,N,10.0,2020-04-15,Western Commerce Bank,NM-01,14
98495.0,Sandia Park,NM,87047,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-30,Bank of the West,NM-01,29
98437.0,Albuquerque,NM,87120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-30,Celtic Bank Corporation,NM-01,59
98402.0,ALBUQUERQUE,NM,87114,Partnership,Unanswered,Unanswered,Unanswered,N,6.0,2020-04-27,"Texas Capital Bank, National Association",NM-01,26
98400.0,FARMINGTON,NM,87401,Corporation,White,Male Owned,Non-Veteran,N,7.0,2020-04-27,The Citizens Bank,NM-03,26
98382.0,LAS CRUCES,NM,88004,Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-13,"Sunflower Bank, National Association",NM-02,12
98322.0,ROSWELL,NM,88201,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,26.0,2020-05-13,First State Bank,NM-02,42
98300.0,KIRTLAND,NM,87417,Corporation,Unanswered,Male Owned,Unanswered,N,18.0,2020-04-15,The Citizens Bank,NM-03,14
98300.0,Albuquerque,NM,87123,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,7.0,2020-05-03,"Citibank, N.A.",NM-01,32
98300.0,BELEN,NM,87002,Corporation,Hispanic,Male Owned,Non-Veteran,N,23.0,2020-04-08,Bank 34,NM-02,7
98249.0,ALBUQUERQUE,NM,87122,Corporation,Unanswered,Unanswered,Unanswered,N,25.0,2020-05-03,"Bank of America, National Association",NM-01,32
98242.94,ALBUQUERQUE,NM,87107,Corporation,Hispanic,Male Owned,Non-Veteran,N,12.0,2020-04-14,"Washington Federal Bank, National Association",NM-01,13
98230.97,ESPANOLA,NM,87532,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Century Bank,NM-03,28
98230.0,RUIDOSO,NM,88355,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,31.0,2020-04-07,First State Bank,NM-02,6
98200.0,ALBUQUERQUE,NM,87122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,12.0,2020-04-28,New Mexico Bank & Trust,NM-01,27
98200.0,SANTA FE,NM,87508,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-15,Enterprise Bank & Trust,NM-03,14
98183.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-06-19,"Wells Fargo Bank, National Association",NM-01,79
98125.0,LAS VEGAS,NM,87701,Limited  Liability Company(LLC),Hispanic,Unanswered,Unanswered,N,15.0,2020-04-06,Community 1st Bank Las Vegas,NM-03,5
98100.0,ARTESIA,NM,88210,Cooperative,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-14,First American Bank,NM-02,13
98100.0,Albuquerque,NM,87102,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,N,0.0,2020-04-27,"Washington Federal Bank, National Association",NM-01,26
98075.0,ALBUQUERQUE,NM,87106,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,15.0,2020-05-03,"Bank of America, National Association",NM-01,32
98062.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,20.0,2020-04-07,Citizens Bank of Las Cruces,NM-02,6
98012.5,ALBUQUERQUE,NM,87107,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,N,28.0,2020-04-07,Main Bank,NM-01,6
98000.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,12.0,2020-04-10,Western Commerce Bank,NM-01,9
98000.0,LOS ALAMOS,NM,87544,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-15,New Mexico Bank & Trust,NM-03,14
98000.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,6.0,2020-04-13,Enterprise Bank & Trust,NM-01,12
98000.0,SANTA FE,NM,87506,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,14.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
97960.0,Albuquerque,NM,87123,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,N,4.0,2020-04-12,Cross River Bank,NM-01,11
97812.86,GALLUP,NM,87301,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-27,"Washington Federal Bank, National Association",NM-03,26
97800.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,12.0,2020-04-29,Western Commerce Bank,NM-01,28
97800.0,Las Cruces,NM,88011,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,10.0,2020-04-27,Accion,NM-02,26
97745.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,24.0,2020-04-09,Citizens Bank of Las Cruces,NM-02,8
97731.0,MORIARTY,NM,87035,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-29,BBVA USA,NM-01,28
97728.62,LAS CRUCES,NM,88011,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,N,3.0,2020-04-10,Century Bank,NM-02,9
97706.0,BERNALILLO,NM,87004,Corporation,Unanswered,Male Owned,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
97688.97,CLOVIS,NM,88101,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-15,The Bank of Clovis,NM-03,14
97652.0,LAS CRUCES,NM,88011,Corporation,Unanswered,Unanswered,Unanswered,N,38.0,2020-04-09,Citizens Bank of Las Cruces,NM-02,8
97602.5,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-27,Century Bank,NM-03,26
97588.56,Albuquerque,NM,87102,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,14.0,2020-04-13,Nusenda FCU,NM-01,12
97583.0,FARMINGTON,NM,87499,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,19.0,2020-05-03,"Bank of America, National Association",NM-03,32
97571.0,ALBUQUERQUE,NM,87114,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-29,"Wells Fargo Bank, National Association",NM-01,28
97526.94,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,N,3.0,2020-04-10,Century Bank,NM-02,9
97525.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-06,Main Bank,NM-01,5
97512.5,CARLSBAD,NM,88220,Limited  Liability Company(LLC),White,Male Owned,Veteran,N,15.0,2020-04-15,Pioneer Bank,NM-02,14
97511.95,BLOOMFIELD,NM,87413,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,21.0,2020-04-09,Four Corners Community Bank,NM-03,8
97500.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,12.0,2020-04-12,"BOKF, National Association",NM-01,11
97500.0,Albuquerque,NM,87102,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,2020-04-13,"Sunflower Bank, National Association",NM-01,12
97500.0,QUESTA,NM,87556,Corporation,Hispanic,Male Owned,Unanswered,N,11.0,2020-04-14,Centinel Bank of Taos,NM-03,13
97500.0,Deming,NM,88030,Corporation,Unanswered,Unanswered,Unanswered,N,15.0,2020-04-14,WebBank,NM-02,13
97442.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,BBVA USA,NM-01,29
97400.0,DEMING,NM,88030,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,N,25.0,2020-04-03,First Savings Bank,NM-02,2
97400.0,FARMINGTON,NM,87402,Corporation,Unanswered,Unanswered,Unanswered,N,14.0,2020-04-05,Four Corners Community Bank,NM-03,4
97400.0,ALAMOGORDO,NM,88310,Professional Association,White,Male Owned,Non-Veteran,N,28.0,2020-04-09,Bank 34,NM-02,8
97395.47,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-14,"Washington Federal Bank, National Association",NM-03,13
97316.0,TAOS,NM,87571,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,9.0,2020-04-14,"U.S. Bank, National Association",NM-03,13
97300.0,FARMINGTON,NM,87402,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,20.0,2020-04-03,Four Corners Community Bank,NM-03,2
97237.0,ALBUQUERQUE,NM,87110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-14,"U.S. Bank, National Association",NM-01,13
97224.0,ROSWELL,NM,88203,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,11.0,2020-04-27,"First Financial Bank, National Association",NM-02,26
97200.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,7.0,2020-04-04,The Citizens Bank,NM-03,3
97175.0,ALBUQUERQUE,NM,87122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,9.0,2020-05-03,"Bank of America, National Association",NM-01,32
97125.0,LAS CRUCES,NM,88011,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,N,17.0,2020-04-09,Citizens Bank of Las Cruces,NM-02,8
97100.0,SANTA FE,NM,87501,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,6.0,2020-04-30,New Mexico Bank & Trust,NM-03,29
97100.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,12.0,2020-04-30,New Mexico Bank & Trust,NM-01,29
97005.15,MORIARTY,NM,87035,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,364.0,2020-04-28,"U.S. Bank, National Association",NM-01,27
97000.0,CLOVIS,NM,88101,Corporation,Asian,Male Owned,Unanswered,N,13.0,2020-04-27,James Polk Stone Community Bank,NM-03,26
97000.0,SILVER CITY,NM,88061,Subchapter S Corporation,White,Female Owned,Non-Veteran,N,10.0,2020-04-04,Western Bank,NM-02,3
97000.0,CARLSBAD,NM,88220,Corporation,American Indian or Alaska Native,Male Owned,Non-Veteran,N,3.0,2020-04-06,Western Commerce Bank,NM-02,5
97000.0,WATERFLOW,NM,87421,Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-28,The Citizens Bank,NM-03,27
96980.0,LOVINGTON,NM,88260,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,10.0,2020-04-13,Valley Bank of Commerce,NM-02,12
96960.0,BELEN,NM,87002,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,2020-05-03,"U.S. Bank, National Association",NM-02,32
96920.0,HOBBS,NM,88240,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-07-20,Western Commerce Bank,NM-02,110
96900.0,AZTEC,NM,87410,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-04-10,"Zions Bank, A Division of",NM-03,9
96900.0,TAOS,NM,87571,Limited  Liability Company(LLC),Asian,Unanswered,Unanswered,N,18.0,2020-04-13,"Community Banks of Colorado, A Division of",NM-03,12
96900.0,LOS ALAMOS,NM,87544,Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-15,Enterprise Bank & Trust,NM-03,14
96800.0,CARLSBAD,NM,88220,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,9.0,2020-04-11,First American Bank,NM-02,10
96800.0,LOS LUNAS,NM,87031,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-05-15,"BOKF, National Association",NM-02,44
96780.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,14.0,2020-04-08,Western Heritage Bank,NM-02,7
96760.0,GALLUP,NM,87301,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-14,Bank of Colorado,NM-03,13
96700.0,ROSWELL,NM,88203,Limited  Liability Company(LLC),White,Unanswered,Unanswered,N,9.0,2020-05-22,First American Bank,NM-02,51
96700.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,18.0,2020-04-13,First American Bank,NM-02,12
96699.75,ARTESIA,NM,88210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,1.0,2020-06-24,"Western Bank, Artesia, New Mexico",NM-02,84
96695.0,MADRID,NM,87010,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,23.0,2020-05-03,"Bank of America, National Association",NM-03,32
96644.0,ALBUQUERQUE,NM,87120,Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
96616.0,Santa Fe,NM,87505,Professional Association,Unanswered,Unanswered,Unanswered,N,9.0,2020-04-13,"Sunflower Bank, National Association",NM-03,12
96575.0,ALBUQUERQUE,NM,87114,Corporation,Unanswered,Unanswered,Unanswered,N,14.0,2020-05-03,"Bank of America, National Association",NM-01,32
96500.0,LOVING,NM,88256,Corporation,Hispanic,Male Owned,Non-Veteran,N,27.0,2020-05-04,Western Commerce Bank,NM-02,33
96500.0,SANTA FE,NM,87505,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,12.0,2020-05-08,Enterprise Bank & Trust,NM-03,37
96500.0,LOVINGTON,NM,88260,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-29,First American Bank,NM-02,28
96500.0,SANTA FE,NM,87505,Corporation,Unanswered,Female Owned,Non-Veteran,N,11.0,2020-04-27,Enterprise Bank & Trust,NM-03,26
96500.0,ALBUQUERQUE,NM,87109,Corporation,Unanswered,Female Owned,Non-Veteran,N,10.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
96500.0,ALBUQUERQUE,NM,87113,Corporation,White,Male Owned,Non-Veteran,N,15.0,2020-04-15,New Mexico Bank & Trust,NM-01,14
96452.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,13.0,2020-04-07,Citizens Bank of Las Cruces,NM-02,6
96433.0,RIO RANCHO,NM,87124,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,10.0,2020-04-29,BBVA USA,NM-03,28
96400.0,Roswell,NM,88201,Corporation,Unanswered,Unanswered,Unanswered,N,16.0,2020-04-27,Bank of the Southwest,NM-02,26
96400.0,ROSWELL,NM,88201,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-04-12,First American Bank,NM-02,11
96400.0,ALBUQUERQUE,NM,87105,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,17.0,2020-05-13,Notre Dame FCU,NM-01,42
96356.79,Gallup,NM,87301,Corporation,Unanswered,Male Owned,Veteran,N,0.0,2020-04-27,"Washington Federal Bank, National Association",NM-03,26
96301.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,15.0,2020-05-15,Nusenda FCU,NM-01,44
